val_image,true_id,predicted_id,hamming_distance
S1119R04.png,S1119,unknown,27
S1119R07.png,S1119,S1119,16
S1120L06.png,S1120,S1120,18
S1120L07.png,S1120,S1120,0
S1120R06.png,S1120,S1120,19
S1120R02.png,S1120,S1120,16
S1121L03.png,S1121,unknown,47
S1121L07.png,S1121,unknown,26
S1121R03.png,S1121,unknown,30
S1121R05.png,S1121,S1121,0
S1122L06.png,S1122,S1122,23
S1122L03.png,S1122,S1122,18
S1122R02.png,S1122,unknown,31
S1122R06.png,S1122,unknown,36
S1123L07.png,S1123,S1123,0
S1123L01.png,S1123,unknown,28
S1123R03.png,S1123,unknown,39
S1123R01.png,S1123,S1123,0
S1124L06.png,S1124,S1124,18
S1124L01.png,S1124,S1124,18
S1124R05.png,S1124,S1124,0
S1124R04.png,S1124,S1124,15
S1125L10.png,S1125,S1125,0
S1125L07.png,S1125,S1125,0
S1125R05.png,S1125,S1125,0
S1125R06.png,S1125,S1125,15
S1126L07.png,S1126,S1126,0
S1126L06.png,S1126,S1126,0
S1126R02.png,S1126,S1126,0
S1126R04.png,S1126,S1126,23
S1127L02.png,S1127,S1127,0
S1127L03.png,S1127,S1127,22
S1127R05.png,S1127,S1127,0
S1127R06.png,S1127,S1127,0
S1128L03.png,S1128,S1128,0
S1128L04.png,S1128,S1128,0
S1128R03.png,S1128,unknown,30
S1129L05.png,S1129,S1129,0
S1129L02.png,S1129,S1129,0
S1129R01.png,S1129,S1129,0
S1129R06.png,S1129,unknown,33
S1130L03.png,S1130,S1130,22
S1130L01.png,S1130,S1130,0
S1130R02.png,S1130,S1130,0
S1130R01.png,S1130,S1130,0
S1131L05.png,S1131,S1131,0
S1131L02.png,S1131,S1131,0
S1131R05.png,S1131,unknown,39
S1132L02.png,S1132,unknown,32
S1132L03.png,S1132,S1132,0
S1132R02.png,S1132,S1132,19
S1132R03.png,S1132,S1132,0
S1133L01.png,S1133,S1133,0
S1133L02.png,S1133,S1133,15
S1133R01.png,S1133,unknown,29
S1133R04.png,S1133,S1133,0
S1134L05.png,S1134,S1134,0
S1134L02.png,S1134,unknown,33
S1134R07.png,S1134,S1134,0
S1134R02.png,S1134,S1134,0
S1135L07.png,S1135,S1135,13
S1135L05.png,S1135,S1135,0
S1135R03.png,S1135,S1135,24
S1135R05.png,S1135,S1135,0
S1136L02.png,S1136,S1136,0
S1136L04.png,S1136,S1136,0
S1136R08.png,S1136,unknown,26
S1136R04.png,S1136,S1136,9
S1137L03.png,S1137,S1137,25
S1137L07.png,S1137,S1137,18
S1137R05.png,S1137,S1137,0
S1137R02.png,S1137,S1137,9
S1138L02.png,S1138,unknown,27
S1138L01.png,S1138,S1138,0
S1138R03.png,S1138,S1138,16
S1138R04.png,S1138,S1138,16
S1139L03.png,S1139,S1139,17
S1139L02.png,S1139,S1139,17
S1139R07.png,S1139,unknown,29
S1139R04.png,S1139,S1139,0
S1140L04.png,S1140,S1140,0
S1140L07.png,S1140,unknown,30
S1140R05.png,S1140,unknown,43
S1140R06.png,S1140,unknown,29
S1141L02.png,S1141,S1141,19
S1141L04.png,S1141,S1141,0
S1141R02.png,S1141,S1141,0
S1141R06.png,S1141,unknown,31
S1142L03.png,S1142,S1142,0
S1142L02.png,S1142,unknown,36
S1142R06.png,S1142,unknown,28
S1142R04.png,S1142,S1142,0
S1143L03.png,S1143,unknown,27
S1143L02.png,S1143,S1143,0
S1143R04.png,S1143,S1143,0
S1143R03.png,S1143,S1143,0
S1144L02.png,S1144,S1144,0
S1144L04.png,S1144,S1144,0
S1144R06.png,S1144,unknown,30
S1144R05.png,S1144,S1144,20
S1145L06.png,S1145,S1145,0
S1145L04.png,S1145,S1145,0
S1145R01.png,S1145,unknown,26
S1145R04.png,S1145,S1145,0
S1146L07.png,S1146,unknown,27
S1146L06.png,S1146,S1146,0
S1146R02.png,S1146,S1146,22
S1146R07.png,S1146,unknown,26
S1147R02.png,S1147,S1147,0
S1148L01.png,S1148,unknown,26
S1148L02.png,S1148,unknown,26
S1148R04.png,S1148,S1148,0
S1148R02.png,S1148,unknown,29
S1149L02.png,S1149,S1149,0
S1149L06.png,S1149,S1149,0
S1149R07.png,S1149,unknown,27
S1149R01.png,S1149,S1149,0
S1150L03.png,S1150,S1150,0
S1152L05.png,S1152,S1152,0
S1153L05.png,S1153,unknown,29
S1154L02.png,S1154,unknown,33
S1155L02.png,S1155,unknown,29
S1156L04.png,S1156,S1156,20
S1156L08.png,S1156,S1156,0
S1156R02.png,S1156,unknown,30
S1157R02.png,S1157,S1157,0
S1157R09.png,S1157,S1157,0
S1158R03.png,S1158,S1158,0
S1159L03.png,S1159,S1159,14
S1159L08.png,S1159,S1159,20
S1159R02.png,S1159,S1159,21
S1159R04.png,S1159,S1159,20
S1160L09.png,S1160,S1160,0
S1160L06.png,S1160,unknown,37
S1160R07.png,S1160,S1160,23
S1160R03.png,S1160,S1160,0
S1161L09.png,S1161,S1161,0
S1161L08.png,S1161,S1161,11
S1161R01.png,S1161,S1161,23
S1161R07.png,S1161,unknown,35
S1162L05.png,S1162,S1162,0
S1162L06.png,S1162,S1162,0
S1162R01.png,S1162,S1162,22
S1162R02.png,S1162,S1162,0
S1163L02.png,S1163,S1163,0
S1163L01.png,S1163,unknown,40
S1163R04.png,S1163,S1163,0
S1164L01.png,S1164,S1164,0
S1164R01.png,S1164,S1164,0
S1165L05.png,S1165,S1165,0
S1165L04.png,S1165,S1165,23
S1165R01.png,S1165,S1165,0
S1165R08.png,S1165,S1165,24
S1166L01.png,S1166,unknown,40
S1166L04.png,S1166,S1166,0
S1166R06.png,S1166,S1166,0
S1166R02.png,S1166,S1166,0
S1167L01.png,S1167,S1167,0
S1167L04.png,S1167,S1167,0
S1167R05.png,S1167,S1167,0
S1167R08.png,S1167,S1167,16
S1168L10.png,S1168,S1168,18
S1168L04.png,S1168,S1168,0
S1168R06.png,S1168,unknown,26
S1168R09.png,S1168,unknown,27
S1169L07.png,S1169,S1169,0
S1169L05.png,S1169,S1169,21
S1169R07.png,S1169,S1169,0
S1169R04.png,S1169,S1169,11
S1170L04.png,S1170,S1170,0
S1170L01.png,S1170,unknown,30
S1170R03.png,S1170,S1170,0
S1170R07.png,S1170,unknown,30
S1171L01.png,S1171,S1171,22
S1172L04.png,S1172,S1172,12
S1172L06.png,S1172,S1172,13
S1173R02.png,S1173,S1173,17
S1173R06.png,S1173,S1173,8
S1174L01.png,S1174,S1174,0
S1174L06.png,S1174,S1174,0
S1175L04.png,S1175,S1175,0
S1175L05.png,S1175,S1175,23
S1176L03.png,S1176,S1176,18
S1176L02.png,S1176,S1176,0
S1177R02.png,S1177,S1177,0
S1178L05.png,S1178,S1178,0
S1178L04.png,S1178,S1178,0
S1179L06.png,S1179,S1179,0
S1179L10.png,S1179,S1179,11
S1179R01.png,S1179,S1179,14
S1179R06.png,S1179,S1179,17
S1180R04.png,S1180,S1180,0
S1180R02.png,S1180,S1180,0
S1181L01.png,S1181,S1181,10
S1181L05.png,S1181,S1181,0
S1182L06.png,S1182,S1182,13
S1182L07.png,S1182,S1182,0
S1182R06.png,S1182,S1182,13
S1182R08.png,S1182,S1182,0
S1183R02.png,S1183,S1183,0
S1183R05.png,S1183,S1183,19
S1184R03.png,S1184,unknown,27
S1185L06.png,S1185,unknown,34
S1185L04.png,S1185,unknown,28
S1186L09.png,S1186,S1186,12
S1186L01.png,S1186,S1186,0
S1187R05.png,S1187,S1187,15
S1187R07.png,S1187,S1187,0
S1188L04.png,S1188,S1188,9
S1188L01.png,S1188,S1188,17
S1188R01.png,S1188,S1188,0
S1188R09.png,S1188,S1188,16
S1190L02.png,S1190,S1190,0
S1191L07.png,S1191,S1191,0
S1191L01.png,S1191,S1191,23
S1191R09.png,S1191,S1191,11
S1191R03.png,S1191,S1191,15
S1192R02.png,S1192,S1192,0
S1192R04.png,S1192,S1192,20
S1193L05.png,S1193,unknown,30
S1194R04.png,S1194,S1194,0
S1195R05.png,S1195,S1195,20
S1196R05.png,S1196,S1196,21
S1197L04.png,S1197,S1197,23
S1198L03.png,S1198,S1198,22
S1199L08.png,S1199,S1199,13
S1199L04.png,S1199,S1199,11
S1199R05.png,S1199,S1199,15
S1199R02.png,S1199,S1199,11
S1200R01.png,S1200,S1200,0
S1201L02.png,S1201,S1201,0
S1202R03.png,S1202,S1202,0
S1203L02.png,S1203,S1203,0
S1204L02.png,S1204,unknown,30
S1205L01.png,S1205,S1205,0
S1205R01.png,S1205,unknown,29
S1205R05.png,S1205,S1205,0
S1206R04.png,S1206,S1206,18
S1207R04.png,S1207,S1207,23
S1208L05.png,S1208,S1208,0
S1208L06.png,S1208,S1208,16
S1209L06.png,S1209,S1209,0
S1209L10.png,S1209,S1209,0
S1209R04.png,S1209,S1209,0
S1209R02.png,S1209,S1209,24
S1210L05.png,S1210,S1210,0
S1210L02.png,S1210,unknown,33
S1211L09.png,S1211,S1211,13
S1211L12.png,S1211,S1211,9
S1211L03.png,S1211,S1211,0
S1211R01.png,S1211,unknown,42
S1212L08.png,S1212,S1212,16
S1212L06.png,S1212,S1212,19
S1214L02.png,S1214,S1214,0
S1214L07.png,S1214,S1214,17
S1215L04.png,S1215,S1215,0
S1215L01.png,S1215,S1215,24
S1217L03.png,S1217,S1217,0
S1218L01.png,S1218,unknown,40
S1218R10.png,S1218,S1218,14
S1218R02.png,S1218,S1218,9
S1218R03.png,S1218,S1218,0
S1219L08.png,S1219,S1219,0
S1219L03.png,S1219,S1219,12
S1219R05.png,S1219,S1219,21
S1219R08.png,S1219,S1219,13
S1220L03.png,S1220,S1220,0
S1220L06.png,S1220,unknown,26
S1221R06.png,S1221,S1221,25
S1221R04.png,S1221,S1221,0
S1222R06.png,S1222,S1222,11
S1222R02.png,S1222,S1222,12
S1223R02.png,S1223,S1223,0
S1224L01.png,S1224,S1224,21
S1224L08.png,S1224,S1224,0
S1224R09.png,S1224,S1224,19
S1224R11.png,S1224,unknown,26
S1224R01.png,S1224,S1224,23
S1225L02.png,S1225,S1225,14
S1225L06.png,S1225,S1225,0
S1226R07.png,S1226,S1226,23
S1226R04.png,S1226,S1226,25
S1227L04.png,S1227,S1227,0
S1228L03.png,S1228,S1228,23
S1228L01.png,S1228,S1228,0
S1229L06.png,S1229,S1229,21
S1229L03.png,S1229,S1229,0
S1229R09.png,S1229,S1229,24
S1229R07.png,S1229,S1229,17
S1230R06.png,S1230,S1230,18
S1230R09.png,S1230,S1230,17
S1231L01.png,S1231,S1231,0
S1231L02.png,S1231,S1231,0
S1232L01.png,S1232,unknown,49
S1233R02.png,S1233,unknown,28
S1234R04.png,S1234,S1234,0
S1234R03.png,S1234,S1234,22
S1235R01.png,S1235,unknown,29
S1236R02.png,S1236,unknown,32
S1237R02.png,S1237,S1237,0
S1238R02.png,S1238,S1238,24
S1239L06.png,S1239,S1239,0
S1239L07.png,S1239,S1239,0
S1239R09.png,S1239,S1239,0
S1239R04.png,S1239,S1239,0
S1240L05.png,S1240,S1240,0
S1241R01.png,S1241,S1241,0
S1242L03.png,S1242,S1242,23
S1243R01.png,S1243,unknown,41
S1244L04.png,S1244,S1244,0
S1244L02.png,S1244,S1244,24
S1245R03.png,S1245,unknown,32
S1246R01.png,S1246,S1246,25
S1247R07.png,S1247,S1247,19
S1247R04.png,S1247,S1247,19
